Dataset ID,Dataset Name,Column,Prediction,Sample
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Close Friends,ORDINAL,"['2.0', '1.0', '3.0', '2.0', '2.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Helpful Friends,ORDINAL,"['1.0', '2.0', '4.0', '3.0', '3.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Family Respect,UNKNOWN,"['Somewhat agree', 'Strongly agree', 'Strongly agree', 'Strongly agree',
 'Somewhat agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Similar Values,UNKNOWN,"['Strongly agree', 'Somewhat agree', 'Strongly agree', 'Somewhat disagree',
 'Somewhat agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Successful Family,UNKNOWN,"['Somewhat agree', 'Somewhat agree', 'Strongly agree', 'Strongly agree',
 'Strongly agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Trust,UNKNOWN,"['Somewhat agree', 'Strongly agree', 'Somewhat agree', 'Strongly agree',
 'Somewhat agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Loyalty,UNKNOWN,"['Strongly agree', 'Strongly agree', 'Somewhat agree', 'Somewhat agree',
 'Somewhat disagree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Family Pride,UNKNOWN,"['Strongly agree', 'Somewhat agree', 'Somewhat agree', 'Strongly agree',
 'Strongly agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Expression,UNKNOWN,"['Strongly disagree', 'Somewhat agree', 'Somewhat agree', 'Strongly agree',
 'Somewhat agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Spend Time Together,UNKNOWN,"['Strongly agree', 'Somewhat agree', 'Strongly agree', 'Somewhat disagree',
 'Strongly agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Feel Close ,UNKNOWN,"['Somewhat disagree', 'Strongly agree', 'Strongly agree', 'Strongly agree',
 'Somewhat agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Togetherness,UNKNOWN,"['Strongly agree', 'Somewhat agree', 'Strongly agree', 'Strongly agree',
 'Strongly agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Religious Attendance,UNKNOWN,"['Never', 'Never', 'Never', 'Seldom', 'Seldom']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Religious Importance,UNKNOWN,"['Not very important', 'Not at all important', 'Not at all important',
 'Not very important', 'Not very important']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Close-knit Community,UNKNOWN,"['Agree', 'Neutral', 'Neutral', 'Strongly agree', 'Neutral']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Helpful Community,UNKNOWN,"['Neutral', 'Disagree', 'Neutral', 'Agree', 'Neutral']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Community Shares Values,UNKNOWN,"['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Disagree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Get Along,UNKNOWN,"['Neutral', 'Neutral', 'Agree', 'Neutral', 'Agree']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Community Trust,UNKNOWN,"['Disagree', 'Neutral', 'Agree', 'Agree', 'Neutral']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Residency ,FLOAT,"['0.5', '37.0', '21.0', '0.5', '0.5']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Place to Live,UNKNOWN,"['Good', 'Good', 'Poor', 'Good', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Raising Children,UNKNOWN,"['Good', 'Good', 'Good', 'Fair', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Place to Work,UNKNOWN,"['Good', 'Good', 'Excellent', 'Good', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Small Businesses ,UNKNOWN,"['Fair', 'Poor', 'Fair', 'Fair', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Place to Retire,UNKNOWN,"['Fair', 'Poor', 'Poor', 'Good', 'Fair']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Arts and Culture,UNKNOWN,"['Good', 'Excellent', 'Excellent', 'Fair', 'Excellent']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Safety,UNKNOWN,"['Good', 'Good', 'Excellent', 'Fair', 'Fair']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Traffic,UNKNOWN,"['Good', 'Fair', 'Good', 'Fair', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Qualtiy of Life,UNKNOWN,"['Fair', 'Fair', 'Good', 'Good', 'Good']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Quality of Service,UNKNOWN,"['Good', 'Poor', 'Fair', 'Fair', 'Fair']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Parks and Recs,UNKNOWN,"['Pretty much satisfied', 'Pretty much satisfied', 'Pretty much satisfied',
 'Never used', 'Very much satisfied']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Libraries,UNKNOWN,"['Pretty much satisfied', 'Pretty much satisfied', 'Pretty much satisfied',
 'Pretty much satisfied', 'Pretty much satisfied']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Public Safety,UNKNOWN,"['Pretty much satisfied', 'Very much satisfied', 'Very much satisfied',
 'Never used', 'Pretty much satisfied']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Airport,UNKNOWN,"['Pretty much satisfied', 'Pretty much satisfied', 'Very much satisfied',
 'Pretty much satisfied', 'Pretty much satisfied']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Austin Energy,UNKNOWN,"['Never used', 'Pretty much satisfied', 'Pretty much satisfied',
 'Not very much satisfied', 'Never used']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Court,UNKNOWN,"['Not very much satisfied', 'Pretty much satisfied', 'Very much satisfied',
 'Pretty much satisfied', 'Never used']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Social Services,UNKNOWN,"['Pretty much satisfied', 'Very much satisfied', 'Pretty much satisfied',
 'Pretty much satisfied', 'Never used']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Aware of AARC,UNKNOWN,"['Yes', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Visit Frequency ,UNKNOWN,"['Never', 'Never', 'Never', 'Often', 'Some of the time']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Activities,UNKNOWN,"['Often', 'Never', 'Never', 'Some of the time', 'Often']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),EMS Classes,UNKNOWN,"['No', 'No', 'Yes', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Fire Alarm,UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Public Computer,UNKNOWN,"['No', 'No', 'Yes', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Library Internet Acess,UNKNOWN,"['No', 'Yes', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Literature,UNKNOWN,"['Yes', 'No', 'No', 'Yes', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Citizenship Class,UNKNOWN,"['No', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Small Business,UNKNOWN,"['No', 'No', 'Yes', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),English Classes,UNKNOWN,"['No', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),9-1-1,UNKNOWN,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),3-1-1,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),APD Languages ,UNKNOWN,"['Yes', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),District,UNKNOWN,"['No', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Housing ,UNKNOWN,"['Apartment/ Townhouse/ Condominium', 'Apartment/ Townhouse/ Condominium',
 'Two-family house/ duplex', 'One-family house',
 'Apartment/ Townhouse/ Condominium']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Housing (Other),UNKNOWN,"['dorm', 'Dorm', ""children's home"", 'dorm at UT', 'Apartment']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Status of Ownership,UNKNOWN,"['Own', 'Rent', 'Rent', 'Rent', '3']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Status of Ownership (Other),,[]
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Satisfaction With Housing.,UNKNOWN,"['Pretty much', 'Pretty much', 'Pretty much', 'Pretty much',
 'Not very much']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Nursing Home,UNKNOWN,"['Yes', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Smoke Detector,UNKNOWN,"['No', 'Yes', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Recycle,UNKNOWN,"['No', 'No', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Compost,UNKNOWN,"['No', 'No', 'Yes', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Public Transportation,UNKNOWN,"['No', 'No', 'No', 'Yes', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Bicycling,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Carpooling,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Personal Car,UNKNOWN,"['No', 'Yes', 'No', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Car Share,UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Walking,UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Transportation,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Transportation Description,,[]
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Access to a Computer,UNKNOWN,"['No', 'Yes', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Mobile Devices,UNKNOWN,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Home Phone,UNKNOWN,"['Yes', 'No', 'No', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Public Meeting,UNKNOWN,"['No', 'No', 'No', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Council Meeting,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Contact City Official,UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),City Election,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Focus Group,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Informed,UNKNOWN,"['Interested', 'Interested', 'Somewhat interested', 'Somewhat interested',
 'Not interested']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),City Effort Satisfaction,UNKNOWN,"['Somewhat dissatisfied', 'Niether satisfied or dissatisfied',
 'Somewhat satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Paper (City-based),UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),TV/Radio (City-based),UNKNOWN,"['Yes', 'Yes', 'Yes', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Website (City-based),UNKNOWN,"['Yes', 'Yes', 'Yes', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Social Networks (City-based),UNKNOWN,"['No', 'Yes', 'No', 'Yes', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),People (City-based),UNKNOWN,"['No', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other (City-based),UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Description (City-based),,[]
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Paper (Non-city-based Ethnic),UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),TV/Radio (Non-city-based Ethnic),UNKNOWN,"['No', 'Yes', 'No', 'Yes', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Website (Non-city-based Ethnic),UNKNOWN,"['Yes', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Social Networks (Non-city-based Ethnic),UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),People (Non-city-based Ethnic),UNKNOWN,"['No', 'No', 'No', 'No', 'Yes']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other (Non-city-based Ethnic),UNKNOWN,"['Yes', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Description (Non-city-based Ethnic),UNKNOWN,"['facebook, twitter', 'family', 'friends']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Paper (Non-city-based General),UNKNOWN,"['Yes', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),TV/Radio (Non-city-based General),UNKNOWN,"['No', 'No', 'No', 'Yes', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Website (Non-city-based General),UNKNOWN,"['No', 'No', 'Yes', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Social Networks (Non-city-based General),UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),People (Non-city-based General),UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other (Non-city-based General),UNKNOWN,"['No', 'Yes', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Description (Non-city-based General),UNKNOWN,"['Facebook, weibo, weichat']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Preferred Type,UNKNOWN,"['flyers, social media, teach-in activities', 'email', 'email',
 'flyers/handbooks', 'internet and social network']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Concerns,UNKNOWN,"['more benefit for senior', 'no', 'traffic', 'Good Job!',
 'traffic is bad during rushhour']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Survey ID,INTEGER,"['60113', '60183', '30052', '60043', '60182']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Age,FLOAT,"['18.0', '44.0', '25.0', '44.0', '22.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Gender,UNKNOWN,"['Male', 'Female', 'Female', 'Female', 'Female']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Ethnicity,UNKNOWN,"['Asian Indian', 'Chinese', 'Chinese', 'Chinese', 'Chinese']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Marital Status,UNKNOWN,"['Single', 'Living with a partner', 'Married', 'Other', 'Single']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Education Completed,FLOAT,"['17.0', '12.0', '17.0', '16.0', '16.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Household Size,ORDINAL,"['2.0', '4.0', '1.0', '3.0', '2.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),No One,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Spouse,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Children,INTEGER,"['0', 'Living with children', '0', '0', 'Living with children']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Grand Children,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Parent,INTEGER,"['0', '0', 'Living with parents', 'Living with parents', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Grandparent,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Brother/Sister,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Relative,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Friends,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other ,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Description,UNKNOWN,['classmate']
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Religion,UNKNOWN,"['Buddhist', 'Protestant', 'Catholic', 'Catholic', 'Buddhist']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Religion Other,,[]
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Full Time Employment,INTEGER,"['0', '0', 'Employed full time', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Part Time Employment,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Self Employed Full Time,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Self Employed Part Time,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Student,INTEGER,"['Student', 'Student', '0', '0', 'Student']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Homemaker,INTEGER,"['0', '0', '0', '0', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Disabled,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Unemployed,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Retired,INTEGER,"['Retired', 'Retired', '0', 'Retired', '0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Employement,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Other Employment Description,,[]
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Occupation,UNKNOWN,"['Professional', 'Manager, executive, or official', 'Service worker',
 'Other', 'Service worker']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Occupation Other,UNKNOWN,"['Surgical tech', 'Graduate Research Assistant', 'IT', 'Software Engineer']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Income,QUANTITY,"['$0 - $9,999', '$0 - $9,999', '$40,000 - $49,999', '$0 - $9,999',
 '$10,000 - $19,999']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Achieving Ends Meet,ORDINAL,"['1.0', '1.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),US Born,UNKNOWN,"['No', 'No', 'No', 'No', 'No']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Duration of Residency,FLOAT|ORDINAL,"['8.0', '2.0', '29.0', '1.0', '35.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Primary Language,ORDINAL,"['1.0', '1.0', '1.0', '0.0', '1.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),English Speaking,UNKNOWN,"['Not well', 'Well', 'Well', 'Not well', 'Not at all']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),English Difficulties,UNKNOWN,"['Much', 'Very much', 'Not at all', 'Not at all', 'Not at all']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Familiarity with America,UNKNOWN,"['High', 'Low', 'High', 'Low', 'Low']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Familiarity with Ethnic Origin,UNKNOWN,"['High', 'High', 'Very high', 'High', 'Very high']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Identify Ethnically,UNKNOWN,"['Somewhat close', 'Not at all', 'Somewhat close', 'Very close',
 'Not very close']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Belonging,UNKNOWN,"['Somewhat', 'Not very much', 'Somewhat', 'Not very much', 'Not very much']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Discrimination ,ORDINAL,"['0.0', '0.0', '0.0', '0.0', '0.0']"
feb17efd-fa23-4e28-8acb-993def19d8a3,Final Report of the Asian American Quality of Life (AAQoL),Present Health,UNKNOWN,"['Poor', 'Good', 'Very Good', 'Fair', 'Very Good']"
